PWS ID,PWS Name,PWS Type Ascending,Primary Source,Counties Served,Cities Served,Population Served Count,Number of Facilities,Number of Violations,Number of Site Visits
043700003,ABE LOSSIAH-ED YOUNGBIRD,Community water system,Ground water,-,-,30,,,
043700011,ADAM THOMPSON ED YOUNGBIRD,Community water system,Ground water,-,-,0,,,
043700014,ADAMS CREEK WELL,Community water system,Ground water,-,-,500,,,
043700050,ALEX CATOLSTER,Community water system,Ground water,-,-,54,,,
043700009,BELL TAYLOR ED YOUNGBIRD,Community water system,Ground water,-,-,25,,,
043700042,BEN HORNBUCKLE-ED YOUNGBIRD,Community water system,Ground water,-,-,65,,,
043700033,BIG COVE COMM CLUB EDYOUNGBIRD,Community water system,Ground water,-,-,25,,,
043700035,BIG COVE LOW RENT-ED YOUNGBIRD,Community water system,Ground water,-,-,25,,,
043700044,BIG Y COMM CLUB ED YOUNGBIRD,Community water system,Ground water,-,-,25,,,
043700043,BIG Y LOW RENT-ED YOUNGBIRD,Community water system,Ground water,-,-,31,,,
043700038,BOB MURPHY-ED YOUNGBIRD,Community water system,Ground water,-,-,44,,,
043700010,BOB OWLE ED YOUNGBIRD,Community water system,Ground water,-,-,25,,,
043700056,CHEROKEE - ROUGH BRANCH WATER SYSTEM,Community water system,Ground water,-,-,192,,,
043740043,CHEROKEE - SNOWBIRD/CORNSILK COMMUNITY,Community water system,Ground water,-,-,160,,,
043700021,CHEROKEE CAMPING RES.,Community water system,Ground water,-,-,25,,,
043740039,CHEROKEE WATER SYSTEM,Community water system,Surface water,-,-,"9,694",,,
043740040,CHEROKEE- 3200 ACRE COMMUNITY WS,Community water system,Ground water purchased,-,-,53,,,
042800001,CHOCTAW - BOGUE CHITTO,Community water system,Ground water,-,-,"1,072",,,
042800002,CHOCTAW - CONEHATTA,Community water system,Ground water,-,-,820,,,
042800003,CHOCTAW - PEARL RIVER,Community water system,Ground water,-,-,"3,164",,,
042800004,CHOCTAW - TUCKER,Community water system,Ground water,-,-,920,,,
043700047,COLUMBUS GEORGE-ED YOUNGBIRD,Community water system,Ground water,-,-,36,,,
043700028,DAVE SWAYNEY-ED YOUNGBIRD,Community water system,Ground water,-,-,30,,,
043700027,DRIVER PHEASENT-ED YOUNGBIRD,Community water system,Ground water,-,-,34,,,
043700026,ELBA CRAIN-ED YOUNGBIRD,Community water system,Ground water,-,-,25,,,
043700020,ELJAWA CAMPGROUND,Community water system,Ground water,-,-,33,,,
043700048,ERNEST SNEED-ED YOUNGBIRD,Community water system,Ground water,-,-,25,,,
043700034,FRANK SMITH-ED YOUNGBIRD,Community water system,Ground water,-,-,25,,,
043700040,FRED LOCUST-ED YOUNGBIRD,Community water system,Ground water,-,-,32,,,
043700062,GOOSE CREEK WELL,Community water system,Ground water,-,-,399,,,
043700019,HUGHIE ROBERTS ED YOUNGBIRD,Community water system,Ground water,-,-,25,,,
043700005,JACK DAVIS-ED YOUNGBIRD,Community water system,Ground water,-,-,26,,,
043700039,JACK JACKSON-ED YOUNGBIRD,Community water system,Ground water,-,-,25,,,
043700052,JIM DRIVER-ED YOUNGBIRD,Community water system,Ground water,-,-,34,,,
043700049,JOE BRADLEY-ED YOUNGBIRD,Community water system,Ground water,-,-,25,,,
043700016,JOE LAMBERT-ED YOUNGBIRD,Community water system,Ground water,-,-,52,,,
043700054,JOHN CROWE,Community water system,Ground water,-,-,25,,,
043700029,KATIE DAVIS,Community water system,Ground water,-,-,25,,,
043700012,LAWRENCE THOMPSON ED YOUNGBIRD,Community water system,Ground water,-,-,30,,,
043700024,LITTLE JOHN CAMPGROUND,Community water system,Ground water,-,-,25,,,
043700022,LOST COVE CAMPGROUND,Community water system,Ground water,-,-,31,,,
043700036,LOWER BIRDTOWN,Community water system,Ground water,-,-,25,,,
043700041,LYDIA LOSSIAH-ED YOUNGBIRD,Community water system,Ground water,-,-,29,,,
043700008,MARY SHELL-ED YOUNGBIRD,Community water system,Ground water,-,-,25,,,
041210001,MICCOSUKEE TRIBE OF INDIANS,Community water system,Ground water,-,-,500,,,
043700002,MINGUS CREEK,Community water system,Surface water,-,CHEROKEE,"1,581",,,
043700004,PAINTTOWN-ED YOUNGBIRD,Community water system,Ground water,-,-,46,,,
043700001,PHEASANT CREEK (SOCO I),Community water system,Surface water,-,CHEROKEE,800,,,
040000004,POARCH - ROLIN HILLS SUBDIVISION,Community water system,Ground water purchased,-,-,0,,,
040000005,POARCH - WILLOW CREEK,Community water system,Ground water purchased,-,-,0,,,
040000002,POARCH CREEK UTILITIES - WEST,Community water system,Ground water,-,-,750,,,
043700013,RICHARD COOPER-ED YOUNGBIRD,Community water system,Ground water,-,-,25,,,
043700045,SAM GEORGE-ED YOUNGBIRD,Community water system,Ground water,-,-,25,,,
043700046,SAM REED-ED YOUNGBIRD,Community water system,Ground water,-,-,25,,,
043700031,SEAB MATHIS,Community water system,Ground water,-,-,31,,,
041200002,SEMINOLE - BIG CYPRESS,Community water system,Ground water,-,-,900,,,
041200001,SEMINOLE - BRIGHTON RESERVATION,Community water system,Groundwater under influence of surface water,-,-,900,,,
041200003,SEMINOLE UTILITIES HOLLYWOOD,Community water system,Ground water,-,-,"2,709",,,
041200004,SEMINOLE UTILITIES IMMOKALEE,Community water system,Ground water,-,-,"3,101",,,
043700023,SOCO ROAD CAMPGROUND,Community water system,Ground water,-,-,25,,,
043700055,SOCO WELL (SOCO II),Community water system,Ground water,-,-,462,,,
043700018,STANDING WOLF CAMPGROUND,Community water system,Ground water,-,-,31,,,
043700007,STEVE SAUNOOK-ED YOUNGBIRD,Community water system,Ground water,-,-,25,,,
043700015,TOM MCCOY-ED YOUNGBIRD,Community water system,Ground water,-,-,28,,,
043700037,UPPER BIRDTOWN,Community water system,Ground water,-,-,25,,,
043700017,WOLF CAMPGROUND,Community water system,Ground water,-,-,36,,,
043700025,ZION HILL BAPTIST CHURCH,Community water system,Ground water,-,-,25,,,
043700032,CHEROKEE - BIG COVE HEAD START,Non-Transient non-community system,Ground water,-,-,67,,,
