PWS ID,PWS Name,PWS Type Ascending,Primary Source,Counties Served,Cities Served,Population Served Count,Number of Facilities,Number of Violations,Number of Site Visits
055294304,APPLE ORCHARD,Community water system,Ground water,-,-,74,,,
055294201,BALL CLUB,Community water system,Ground water,-,-,325,,,
055294209,BALL CLUB NORTH,Community water system,Ground water,-,-,45,,,
055295014,BARABOO,Community water system,Ground water,-,BARABOO,113,,,
055293301,BARAGA,Community water system,Ground water,-,BARAGA,100,,,
055293101,BAY MILLS,Community water system,Ground water,-,-,571,,,
055294801,BELICH ADDITION (MAHNOMEN),Community water system,Ground water,-,-,135,,,
055294202,BENA,Community water system,Ground water,-,-,60,,,
055294706,BIG RICE LAKE,Community water system,Ground water,-,-,60,,,
055295103,BIRCH HILL,Community water system,Ground water,-,-,301,,,
055295207,BLACKWELL COMMUNITY,Community water system,Ground water,-,-,33,,,
055295804,BRESSETTE HILL,Community water system,Ground water,-,-,48,,,
055295205,CARTER COMMUNITY,Community water system,Ground water,-,-,"1,040",,,
055294210,CASS LAKE WEST,Community water system,Ground water,-,-,64,,,
055294211,CASS LAKE WEST SIDE ACRES,Community water system,Ground water,-,-,140,,,
055295701,CCC SITE #2,Community water system,Ground water,-,-,494,,,
055294708,CHIPPEWA RANCH,Community water system,Ground water,-,-,30,,,
055295002,COMMUNITY APARTMENTS,Community water system,Ground water,-,-,30,,,
055295702,CORA HOUSE,Community water system,Ground water,-,-,100,,,
055295306,COUNTY K,Community water system,Ground water,-,-,102,,,
055294803,DANIELSON PUMP HOUSE,Community water system,Ground water,-,-,156,,,
055295101,DIAPERVILLE,Community water system,Ground water,-,-,77,,,
055295310,DRY TOWN,Community water system,Ground water,-,-,"3,030",,,
055293603,EAST BAY WATER WORKS,Community water system,Ground water,-,-,"5,750",,,
055294705,ELBOW LAKE,Community water system,Ground water,-,-,50,,,
055295405,FENCE LAKE,Community water system,Ground water,-,-,101,,,
055295104,FRANKS FIELD,Community water system,Ground water,-,-,108,,,
055294101,GRAND PORTAGE,Community water system,Surface water,-,-,820,,,
055293602,GRAND TRAVERSE RESORT,Community water system,Ground water,-,-,"1,750",,,
055295304,GURNO LAKE,Community water system,Ground water,-,-,80,,,
055293611,HANNAHVILLE COMMUNITY,Community water system,Ground water,-,-,"4,382",,,
055293610,HANNAHVILLE COMMUNITY,Community water system,Ground water,-,-,210,,,
055295902,HERTEL WEST,Community water system,Ground water,-,-,"1,143",,,
055293504,HESSEL,Community water system,Ground water,-,-,240,,,
055295706,HILLSIDE,Community water system,Ground water,-,-,63,,,
055295013,HO CHUNK VILLAGE,Community water system,Ground water,-,-,90,,,
055295016,HO-CHUNK CHE-NUNK,Community water system,Ground water,-,-,130,,,
055295305,IGNATIUS DOC QUADERER-MAINTNCE,Community water system,Ground water,-,-,95,,,
055295309,IGNATIUS DOC QUADERER-MAINTNCE,Community water system,Ground water,-,-,45,,,
055295303,IGNATIUS DOC QUADERER-MAINTNCE,Community water system,Ground water,-,-,95,,,
055295012,INDIAN HEIGHTS,Community water system,Ground water,-,-,120,,,
055294404,INDIAN POINT,Community water system,Ground water,-,-,67,,,
055294204,INGER,Community water system,Ground water,-,-,170,,,
