PWS ID,PWS Name,PWS Type Ascending,Primary Source,Counties Served,Cities Served,Population Served Count,Number of Facilities,Number of Violations,Number of Site Visits
070000008,IOWA TRIBE OF KS & NE,Community water system,Ground water,-,-,690,,,
070000002,KICKAPOO TRIBAL WATERWORKS,Community water system,Surface water,-,-,"1,769",,,
070000001,MACY SANITARY DISTRICT,Community water system,Ground water,-,RESERVATION,"1,560",,,
070000007,OMAHA TRIBE PWS,Community water system,Ground water,-,-,"1,800",,,
070000016,PONCA TRIBE OF NEBRASKA,Community water system,Ground water purchased,-,-,"1,200",,,
070000012,POTAWATOMI - PRAIRIE BAND,Community water system,Ground water purchased,-,-,650,,,
070000003,SAC & FOX (MESKWAKI) IN IOWA,Community water system,Ground water,-,-,"4,765",,,
070000013,SAC & FOX - MISSOURI RIVER,Community water system,Ground water purchased,-,-,51,,,
070000004,SANTEE SIOUX TRIBE OF NEBRASKA,Community water system,Ground water,-,-,"2,800",,,
070000009,ST AUGUSTINE INDIAN MISSION,Community water system,Ground water,-,WINNEBAGO,80,,,
070000006,WINNEBAGO TRIBE POW WOW GROUNDS,Community water system,Ground water purchased,-,-,80,,,
070000010,WINNEBAGO TRIBE- THUNDER WAY HOUSING,Community water system,Ground water purchased,-,-,60,,,
070000005,"WINNEBAGO, VILLAGE OF",Community water system,Ground water,-,-,768,,,
070000017,BLACKBIRD BEND CASINO,Non-Transient non-community system,Ground water,-,-,919,,,
070000014,WINNAVEGAS CASINO,Non-Transient non-community system,Ground water,-,-,"1,940",,,
070000019,FUEL PLAZA - CASINOMAHA,Transient non-community system,Ground water,-,-,600,,,
070000023,PONY EXPRESS - ROSALIE,Transient non-community system,Ground water,-,-,159,,,
070000020,PONY EXPRESS-BAGO,Transient non-community system,Ground water,-,-,"1,084",,,
070000018,THUNDERHILL SPEEDWAY,Transient non-community system,Ground water,-,-,100,,,
070000024,TWIN CREEKS GOLF CLUB,Transient non-community system,Ground water,-,-,25,,,
070000011,WINNEBAGO TRIBE,Transient non-community system,Ground water,-,-,325,,,
