PWS ID,PWS Name,PWS Type Ascending,Primary Source,Counties Served,Cities Served,Population Served Count,Number of Facilities,Number of Violations,Number of Site Visits
105300028,5 CEDARS,Community water system,Ground water,-,DEMING,150,,,
105300042,ADAMS VIEW,Community water system,Ground water,-,WAPATO,790,,,
105300140,ASPEN ESTATES,Community water system,Surface water purchased,-,TULALIP,592,,,
100211203,Annette,Community water system,Surface water,-,-,25,,,
105300073,B & D MOBILE COURT,Community water system,Ground water,-,ZILLAH,100,,,
105300109,BEACH,Community water system,Ground water,-,SEQUIM,45,,,
104101131,BIA  Chemawa AG Well #4,Community water system,Ground water,-,-,10,,,
104101133,BIA CELILO VILLAGE,Community water system,Ground water,-,-,75,,,
104101132,BIA CHEMAWA INDIAN SCHOOL,Community water system,Ground water,-,SALEM,650,,,
101612108,BIA NORTH IDAHO,Community water system,Ground water,-,LAPWAI,240,,,
104101135,BIA Warm Springs Agency,Community water system,Surface water,-,-,10,,,
105300034,BIA-INCHELIUM SUB-AGCY WTR STM,Community water system,Ground water,-,INCHELIUM,60,,,
101600010,BIG SKY N. SUBDIVISION,Community water system,Ground water,-,POCATELLO,300,,,
104101100,BURNS PAIUTE,Community water system,Ground water,-,BURNS,155,,,
105300054,Barr,Community water system,Ground water,-,BELLINGHAM,10,,,
105300027,CHEHALIS TRIBAL HOUSING,Community water system,Ground water,-,OAKVILLE,350,,,
105300110,CIPV,Community water system,Ground water,-,-,10,,,
101600002,COEUR D'ALENE SUB-AGENCY,Community water system,Ground water,-,PLUMMER,50,,,
104111101,CTUIR PWD/MISSION,Community water system,Ground water,-,PENDELTON,"1,200",,,
105300089,CUYAMACA,Community water system,Ground water,-,OLYMPIA,300,,,
105300043,Camp Chaparral,Community water system,Ground water,-,-,10,,,
105300079,Chehalis Tribal Center,Community water system,Ground water,-,BELLINGHAM,10,,,
105300057,Courville,Community water system,Ground water,-,-,10,,,
105300135,DELIA JIMICUM WATER DISTRICT,Community water system,Ground water,-,MARYSVILLE,42,,,
101600001,DESMET,Community water system,Ground water,-,PLUMMER,300,,,
105300004,Disautel,Community water system,Ground water,-,-,25,,,
105311107,ELWHA HEIGHTS,Community water system,Ground water,-,PORT ANGELES,216,,,
101600006,Eagle MHP LLC,Community water system,Ground water,-,-,30,,,
105300124,Eagle Tree RV,Community water system,Unknown Primary Source,-,-,10,,,
105338100,FORD-NEWHOUSE LANE,Community water system,Ground water,-,WELLPINIT,140,,,
101612109,FORT HALL,Community water system,Ground water,-,FORT HALL,"3,500",,,
105300127,FT. SIMCOE JOB CORPS CTR.,Community water system,Ground water,-,TOPPENISH,230,,,
101600007,Fort Hall  Townsite CWS,Community water system,Unknown Primary Source,-,-,"2,000",,,
105314113,GEORGE LANE,Community water system,Ground water,-,POULSBO,75,,,
105300024,GEORGEVILLE,Community water system,Ground water,-,KLICKITAT,80,,,
105300011,HOH TRIBE,Community water system,Ground water,-,FORKS,100,,,
101600011,INDIAN SCHOOL DIST #512,Community water system,Unknown Primary Source,-,-,180,,,
105300085,INDIANOLA,Community water system,Ground water purchased,-,SUQUAMISH,78,,,
105300035,Inchelium Sub-Agency,Community water system,Ground water,-,-,128,,,
105300005,Inchelium Townsite,Community water system,Ground water,-,-,210,,,
105300098,JOHN SAM LAKE (TULALIP WATER DIST #2),Community water system,Ground water,-,MARYSVILLE,168,,,
105300036,KALISPEL,Community water system,Surface water purchased,-,USK,300,,,
101611104,KAMIAH,Community water system,Ground water,-,LAPWAI,200,,,
105300006,KELLER,Community water system,Ground water,-,MALLOTT,340,,,
105300117,KWONESUM,Community water system,Ground water,-,LA CONNER,27,,,
104101124,Kahneeta,Community water system,Surface water,-,WARM SPRINGS,24,,,
105300023,Kamilche/Tribal Housing,Community water system,Ground water,-,-,385,,,
105300087,LOWER ELWHA VALLEY/TRIBAL CENTER,Community water system,Ground water,-,PORT ANGELES,511,,,
105300002,LUMMI TRIBAL WATER DISTRICT,Community water system,Surface water purchased,-,BELLINGHAM,"3,699",,,
105300029,LUMMI WATER DISTRICT #1,Community water system,Surface water purchased,-,BELLINGHAM,400,,,
105300030,LUMMI WATER DISTRICT #3,Community water system,Ground water purchased,-,BELLINGHAM,65,,,
