PWS ID,PWS Name,PWS Type Ascending,Primary Source,Counties Served,Cities Served,Population Served Count,Number of Facilities,Number of Violations,Number of Site Visits
020010464,BOB HOAG,Community water system,Ground water,-,-,28,,,
020019100,BOB HOAG,Community water system,Ground water,-,-,32,,,
020000008,CATTARAUGUS CWS,Community water system,Surface water,-,-,"2,635",,,
020000009,HIGHBANKS CAMPGROUND,Community water system,Ground water,-,-,600,,,
020000001,JIMMERSONTOWN WS,Community water system,Ground water,-,-,296,,,
020000012,ONONDAGA NATION WS,Community water system,Ground water,-,-,"1,000",,,
020000002,RICHARDSON ROAD WS,Community water system,Ground water,-,-,20,,,
020011102,SHELTON TRAILER PARK,Community water system,Ground water,-,-,42,,,
020000005,ST. REGIS MOHAWK TRIBE,Community water system,Surface water,-,-,"5,500",,,
020000004,STEAMBURG WS,Community water system,Ground water,-,-,288,,,
020000016,SULLIVAN HOLLOW,Community water system,Ground water,-,-,64,,,
020000006,THOMAS INDIAN SCHOOL,Community water system,Ground water,-,-,280,,,
020011103,HOAG'S LAUNDRY,Non-Transient non-community system,Ground water,-,-,15,,,
020000015,TUSCARORA NATION SCHOOL,Non-Transient non-community system,Ground water,-,-,175,,,
020000007,HIGHBANKS CAMPGROUND,Transient non-community system,Ground water,-,-,200,,,
020000010,HIGHBANKS CAMPGROUND,Transient non-community system,Ground water,-,-,200,,,
020000003,IRVING INDUSTRIAL PARK,Transient non-community system,Ground water,-,-,100,,,
020000013,ISTAS RESTAURANT,Transient non-community system,Ground water,-,-,75,,,
020000014,WOLFCLAN TRUCKSTOP,Transient non-community system,Ground water,-,-,75,,,
